author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/314779816/;Москва;sale;flat;2;17;2;56.9;20250000;Очаково-Матвеевское;Матвеевская ;11;Аминьевская;
Ольга Косых;realtor;https://www.cian.ru/sale/flat/315513644/;Москва;sale;flat;12;12;2;52.8;15000000;Бибирево;Мурановская ;10;Алтуфьево;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/313244594/;Москва;sale;flat;3;12;1;38.6;12650000;; Самуила Маршака;16;Рассказовка;Переделкино Ближнее Город-парк
ID 52954711;realtor;https://www.cian.ru/sale/flat/312574570/;Москва;sale;flat;4;19;2;64.0;15200000;Некрасовка; Лавриненко;3;Некрасовка;Некрасовка
Маленков недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/313788463/;Москва;sale;flat;16;16;1;40.0;11500000;Западное Дегунино; Маршала Федоренко;16/2к1;Ховрино;
МРИЭЛТОР - офис Отрадное;real_estate_agent;https://www.cian.ru/sale/flat/307549514/;Москва;sale;flat;14;17;2;50.2;15990000;Бабушкинский; Менжинского;23к2;Бабушкинская;
WHITE BROKER;real_estate_agent;https://www.cian.ru/sale/flat/311190905/;Москва;sale;flat;5;17;3;73.8;20000000;Чертаново Северное;Варшавское шоссе;122;Южная;
ID 98477552;homeowner;https://www.cian.ru/sale/flat/281934501/;Москва;sale;flat;2;16;1;39.0;12000000;Косино-Ухтомский;Святоозерская ;32;Лухмановская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/312416748/;Москва;sale;flat;10;10;4;83.6;39999999;Северное Тушино; Свободы;75К3;Планерная;
Иван Горностаев;realtor;https://www.cian.ru/sale/flat/313586599/;Москва;sale;flat;12;16;3;135.0;41600000;Зюзино; Каховка;25;Зюзино;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/314857334/;Москва;sale;flat;6;9;2;51.0;13900000;Дмитровский;Карельский бульвар;5;Лианозово;
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/314578849/;Москва;sale;flat;18;22;3;111.0;46000000;Теплый Стан; Островитянова;4;Тропарёво;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/313588401/;Москва;sale;flat;14;15;2;53.5;13999000;Северное Бутово; Грина;1К4;Бульвар Дмитрия Донского;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/310784831/;Москва;sale;flat;3;17;2;50.6;14100000;Люблино;Цимлянская ;14;Люблино;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/313456468/;Москва;sale;flat;8;17;1;37.0;14200000;Теплый Стан;Профсоюзная ;128;Коньково;
ID 125413894;homeowner;https://www.cian.ru/sale/flat/311000009/;Москва;sale;flat;12;14;2;52.1;14000000;Зябликово;Задонский проезд;30К1;Шипиловская;
ID 336077;realtor;https://www.cian.ru/sale/flat/314483738/;Москва;sale;flat;14;16;2;53.5;14380000;Митино;Уваровский переулок;7;Пенягино;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/313201040/;Москва;sale;flat;4;14;3;73.0;14300000;Южное Бутово; Горчакова;5К1;Улица Горчакова;
ID 73491595;homeowner;https://www.cian.ru/sale/flat/314774541/;Москва;sale;flat;15;17;2;51.2;14300000;Алтуфьевский;Стандартная ;21к1;Бескудниково;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/314878251/;Москва;sale;flat;6;17;1;37.7;14500000;Измайлово;Измайловский бульвар;40;Первомайская;
ID 68146315;unknown;https://www.cian.ru/sale/flat/315190108/;Москва;sale;flat;3;14;2;53.0;15200000;Новокосино;Суздальская ;14К1;Новокосино;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/314878263/;Москва;sale;flat;2;17;2;53.3;15500000;Чертаново Южное;Варшавское шоссе;152К8;Улица Академика Янгеля;
ID 107641596;unknown;https://www.cian.ru/sale/flat/312520042/;Москва;sale;flat;14;17;2;52.0;15990000;Бабушкинский; Менжинского;23к2;Бабушкинская;
GENESIS BROKERS;real_estate_agent;https://www.cian.ru/sale/flat/314502910/;Москва;sale;flat;21;24;3;77.5;16000000;Некрасовка; Вертолетчиков;2Ак2;Некрасовка;В Некрасовке-2 (1 очередь)
ID 63414433;homeowner;https://www.cian.ru/sale/flat/299251187/;Москва;sale;flat;13;14;2;45.0;15800000;Войковский;Вокзальный переулок;8К2;Красный Балтиец;
ID 978148;realtor;https://www.cian.ru/sale/flat/315261199/;Москва;sale;flat;3;9;3;59.3;16800000;Отрадное; Бестужевых;21Б;Отрадное;
МГСН;real_estate_agent;https://www.cian.ru/sale/flat/315120031/;Москва;sale;flat;17;17;3;75.0;16900000;Восточное Дегунино; 800-летия Москвы;26К2;Бескудниково;
ДомGo Premium;real_estate_agent;https://www.cian.ru/sale/flat/315154368/;Москва;sale;flat;16;22;1;38.0;16400000;Раменки;Мичуринский проспект;35;Раменки;
ID 11700744;realtor;https://www.cian.ru/sale/flat/276810800/;Москва;sale;flat;12;18;2;56.6;17000000;Западное Дегунино;Базовская ;15к4;Грачёвская;На Базовской
БЕСТ на Проспекте Мира;real_estate_agent;https://www.cian.ru/sale/flat/314809887/;Москва;sale;flat;14;17;2;53.6;17700000;Крылатское;Осенняя ;22;Крылатское;
ID 128064666;homeowner;https://www.cian.ru/sale/flat/314084868/;Москва;sale;flat;2;8;1;46.2;16600000;; Татьянин Парк;12к1;Говорово;Татьянин Парк
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/314600436/;Москва;sale;flat;5;9;4;62.6;18000000;Орехово-Борисово Северное;Ореховый бульвар;23К1;Домодедовская;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/315153797/;Москва;sale;flat;5;9;3;60.0;18300000;Черемушки; Цюрупы;15К3;Новые Черёмушки;
ID 124989853;homeowner;https://www.cian.ru/sale/flat/312698981/;Москва;sale;flat;10;33;2;66.3;18000000;Южное Бутово; Поляны;5Ак1;Улица Скобелевская;Столичные поляны
ID 91316823;realtor;https://www.cian.ru/sale/flat/312059435/;Москва;sale;flat;13;16;1;37.3;18500000;Даниловский;Автозаводская ;23С120;ЗИЛ;Парк Легенд
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/307739675/;Москва;sale;flat;16;24;3;91.0;22800000;Южное Бутово;Скобелевская ;5К1;Улица Скобелевская;
Лариса Поликарпова;realtor;https://www.cian.ru/sale/flat/312945014/;Москва;sale;flat;6;14;1;38.1;9600000;Выхино-Жулебино;Привольная ;71К1;Жулебино;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/312706135/;Москва;sale;flat;12;16;3;77.0;28000000;Академический;проспект 60-летия Октября;19;Академическая;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/313910909/;Москва;sale;flat;4;17;2;51.1;13400000;Некрасовка;Покровская ;23;Некрасовка;Некрасовка-Парк
Профит-Н;real_estate_agent;https://www.cian.ru/sale/flat/312480746/;Москва;sale;flat;3;20;2;67.7;21600000;Москворечье-Сабурово; Москворечье;31к1;Кантемировская;Миллион Алых Роз
Лунный Свет;real_estate_agent;https://www.cian.ru/sale/flat/311184398/;Москва;sale;flat;2;12;2;54.2;15300000;Отрадное; Санникова;11к1;Отрадное;
Лариса Поликарпова;realtor;https://www.cian.ru/sale/flat/301435145/;Москва;sale;flat;6;9;3;50.0;13500000;Покровское-Стрешнево; Габричевского;8К2;Щукинская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/313285663/;Москва;sale;flat;12;22;1;40.0;17000000;Останкинский; Академика Королева;4К1;Улица Академика Королёва;
Гост-Гарант;real_estate_agent;https://www.cian.ru/sale/flat/314881796/;Москва;sale;flat;2;16;2;51.9;13700000;Лианозово;Череповецкая ;7;Алтуфьево;
МИРКОМ;real_estate_agent;https://www.cian.ru/sale/flat/313231852/;Москва;sale;flat;22;23;3;79.0;37300000;Лефортово;Красноказарменная ;14Ак2;Авиамоторная;Пётр I
Upright Estate;real_estate_agent;https://www.cian.ru/sale/flat/315083505/;Москва;sale;flat;8;17;1;38.0;13000000;Крылатское;Рублевское шоссе;38К2;Крылатское;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/315455809/;Москва;sale;flat;3;22;2;65.3;23500000;Чертаново Южное; Академика Янгеля;2;Улица Академика Янгеля;М-House
MosDomEstate;real_estate_agent;https://www.cian.ru/sale/flat/311741501/;Москва;sale;flat;12;22;1;38.1;13800000;Марьина роща;Шереметьевская ;27;Марьина Роща;
ID 370145;unknown;https://www.cian.ru/sale/flat/315108886/;Москва;sale;flat;17;22;4;100.0;23800000;Южное Бутово;бульвар Адмирала Ушакова;9;Улица Скобелевская;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/315368224/;Москва;sale;flat;4;10;1;38.5;10500000;Выхино-Жулебино;Привольная ;27К1;Лермонтовский проспект;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/305868670/;Москва;sale;flat;6;23;1;38.0;11900000;Солнцево; Главмосстроя;7;Говорово;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/314953225/;Москва;sale;flat;2;14;1;41.0;12770000;Новогиреево;Перовская ;66к2;Кусково;Большое Кусково
Андрей Колесников;realtor;https://www.cian.ru/sale/flat/315342377/;Москва;sale;flat;13;17;1;43.8;14000000;Кунцево;Бобруйская ;6К2;Молодёжная;
Самолет Плюс ТЦ Южный;real_estate_agent;https://www.cian.ru/sale/flat/315373947/;Москва;sale;flat;4;16;2;51.9;25500000;Мещанский;Олимпийский проспект;32;Марьина Роща;
Юлия Кудрявцева;realtor;https://www.cian.ru/sale/flat/312377269/;Москва;sale;flat;11;17;1;37.6;9250000;Братеево; Борисовские Пруды;34К1;Алма-Атинская;
ID 66178253;unknown;https://www.cian.ru/sale/flat/315518050/;Москва;sale;flat;14;17;2;66.4;19500000;Марьино;Донецкая ;20к1;Курьяново;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315244675/;Москва;sale;flat;5;17;3;75.0;18900000;Северный;9-я Северная линия;17;Физтех;
Любимый дом;real_estate_agent;https://www.cian.ru/sale/flat/314690244/;Москва;sale;flat;2;12;1;34.0;9500000;Северное Бутово; Грина;34;Бульвар Дмитрия Донского;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/315436790/;Москва;sale;flat;10;17;1;38.0;12000000;Люблино;Цимлянская ;14;Люблино;
ID 18242;real_estate_agent;https://www.cian.ru/sale/flat/313779154/;Москва;sale;flat;17;17;2;52.3;19500000;Черемушки;Новочеремушкинская ;66к1;Новые Черёмушки;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/315114171/;Москва;sale;flat;8;12;2;52.5;12300000;Люблино;Тихорецкий бульвар;4К1;Люблино;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/312419131/;Москва;sale;flat;5;14;3;79.9;22000000;Косино-Ухтомский; Дмитриевского;7;Улица Дмитриевского;
ID 1580;realtor;https://www.cian.ru/sale/flat/315313622/;Москва;sale;flat;16;17;1;36.4;10500000;Марьино; Маршала Голованова;13;Марьино;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315196623/;Москва;sale;flat;3;12;3;62.0;18990000;Алтуфьевский;Бибиревская ;17;Бибирево;
Практик;real_estate_agent;https://www.cian.ru/sale/flat/313490605/;Москва;sale;flat;15;16;2;55.7;15299000;Бабушкинский;Енисейская ;21;Бабушкинская;
МИРА;real_estate_agent;https://www.cian.ru/sale/flat/315139312/;Москва;sale;flat;11;12;2;54.3;13500000;Косино-Ухтомский;Святоозерская ;9;Лухмановская;
МАРИМАКС;real_estate_agent;https://www.cian.ru/sale/flat/315405243/;Москва;sale;flat;12;14;1;38.6;10500000;Косино-Ухтомский; Дмитриевского;23;Лухмановская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/313785034/;Москва;sale;flat;12;12;3;75.5;25000000;Марьино;Братиславская ;8;Братиславская;
Иван Козеев;realtor;https://www.cian.ru/sale/flat/315363443/;Москва;sale;flat;2;17;2;68.8;15500000;Косино-Ухтомский; Наташи Качуевской;4;Улица Дмитриевского;
Диалог Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315340952/;Москва;sale;flat;3;17;2;54.2;14500000;Митино;Пятницкое шоссе;37;Пятницкое шоссе;
Estwig-недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314404869/;Москва;sale;flat;10;17;1;38.1;9150000;Выхино-Жулебино;Привольная ;13К1;Лермонтовский проспект;
Андрей Руднев;realtor;https://www.cian.ru/sale/flat/315141635/;Москва;sale;flat;14;14;1;37.0;12000000;Северное Медведково; Тихомирова;2;Медведково;
ПРОСПЕКТ;real_estate_agent;https://www.cian.ru/sale/flat/314258796/;Москва;sale;flat;6;9;1;33.1;12199900;Лианозово;Илимская ;2к1;Лианозово;
Альтернатива;real_estate_agent;https://www.cian.ru/sale/flat/305017887/;Москва;sale;flat;16;16;-1;58.1;9000000;Нагатинский затон;Коломенская набережная;6К1;Нагатинский Затон;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315039048/;Москва;sale;flat;12;13;2;42.0;33500000;Беговой;Ленинградский проспект;29к4;Динамо;Царская площадь
Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315560403/;Москва;sale;flat;9;17;1;50.9;11300000;; Сосенский Стан;10;Новомосковская;
Станислав Прозоров;realtor;https://www.cian.ru/sale/flat/315500178/;Москва;sale;flat;4;12;1;38.0;10500000;Южное Бутово; Адмирала Лазарева;40;Улица Горчакова;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315402591/;Москва;sale;flat;14;17;2;60.6;20590000;Северный;Дмитровское шоссе;169К7;Физтех;На Дмитровском 169
ID 49239210;realtor;https://www.cian.ru/sale/flat/312753420/;Москва;sale;flat;14;17;3;100.5;30900000;Северное Медведково;Студеный проезд;14;Медведково;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/314878241/;Москва;sale;flat;14;17;1;40.0;12700000;Орехово-Борисово Южное;Воронежская ;9;Домодедовская;
Простор-недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315397178/;Москва;sale;flat;7;17;1;38.0;11700000;Митино;переулок Ангелов;2;Пятницкое шоссе;
ID 685081;homeowner;https://www.cian.ru/sale/flat/279167082/;Москва;sale;flat;11;21;2;50.0;26000000;Филевский парк;Береговой проезд;5к3;Фили;Фили Град
ID 94020714;homeowner;https://www.cian.ru/sale/flat/314700433/;Москва;sale;flat;2;16;2;50.2;22500000;Хорошевский;Хорошевское шоссе;24;Беговая;
Офис Чертановский. Гильдия Риэлторов Москвы;real_estate_agent;https://www.cian.ru/sale/flat/315191976/;Москва;sale;flat;3;14;1;39.0;11490000;Марьино;Мячковский бульвар;16К1;Марьино;
ID 47568672;homeowner;https://www.cian.ru/sale/flat/280575217/;Москва;sale;flat;4;14;3;64.5;21300000;Нагорный;Фруктовая ;8К2;Нахимовский проспект;
ID 126920420;homeowner;https://www.cian.ru/sale/flat/314932872/;Москва;sale;flat;2;14;4;86.0;27000000;Академический;Большая Черемушкинская ;2К6;Крымская;
Жилищная стратегия;real_estate_agent;https://www.cian.ru/sale/flat/315245969/;Москва;sale;flat;16;17;2;51.7;12500000;Южное Бутово; Адмирала Лазарева;57;Бунинская аллея;
ID 118814003;homeowner;https://www.cian.ru/sale/flat/304489548/;Москва;sale;flat;17;17;3;72.7;19890000;Солнцево; Щорса;2;Солнцево;
ID 27876563;homeowner;https://www.cian.ru/sale/flat/307809480/;Москва;sale;flat;15;17;3;76.0;19900000;Некрасовка;проспект Защитников Москвы;8;Некрасовка;Некрасовка-Парк
Алексей Шебалов;realtor;https://www.cian.ru/sale/flat/315278874/;Москва;sale;flat;4;19;2;51.0;12300000;Некрасовка; Липчанского;8;Некрасовка;Некрасовка
ID 95979969;homeowner;https://www.cian.ru/sale/flat/315278562/;Москва;sale;flat;14;19;1;45.9;10950000;Северный;Дмитровское шоссе;169К8;Физтех;На Дмитровском 169
Яля Дуплинская;realtor;https://www.cian.ru/sale/flat/315150942/;Москва;sale;flat;4;17;2;53.7;13600000;Ново-Переделкино;Боровское шоссе;21;Боровское шоссе;
Ирина Воропаева;realtor;https://www.cian.ru/sale/flat/312198641/;Москва;sale;flat;10;12;2;52.3;18800000;Нагатинский затон;Коломенская ;19;Нагатинский Затон;
Центральное Европейское Агентство Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/315562720/;Москва;sale;flat;8;17;1;41.0;11400000;Москворечье-Сабурово;Кантемировская ;12К1;Кантемировская;
Петр Зверев;realtor;https://www.cian.ru/sale/flat/315261567/;Москва;sale;flat;6;17;1;36.4;9800000;Орехово-Борисово Южное;Гурьевский проезд;29К1;Зябликово;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/315457527/;Москва;sale;flat;3;9;2;49.3;14500000;Отрадное; Пестеля;8Б;Отрадное;
Центральная Служба Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/314729761/;Москва;sale;flat;10;17;2;51.0;12400000;Братеево;Паромная ;11/31;Алма-Атинская;
Ольга Пилипенко;realtor;https://www.cian.ru/sale/flat/312922112/;Москва;sale;flat;2;5;1;34.7;9800000;Печатники;Батюнинская ;1;Перерва;
Мария Каменная;realtor;https://www.cian.ru/sale/flat/314748020/;Москва;sale;flat;8;9;4;62.5;15000000;Солнцево;Солнцевский проспект;5;Солнцево;
Тимур Илалов;realtor;https://www.cian.ru/sale/flat/313800595/;Москва;sale;flat;5;16;2;54.1;13700000;Рязанский; Академика Скрябина;10;Рязанский проспект;
Сити Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307020697/;Москва;sale;flat;14;14;1;38.0;9800000;Новокосино;Новокосинская ;14К6;Новокосино;
Загородный Мир;real_estate_agent;https://www.cian.ru/sale/flat/315349838/;Москва;sale;flat;19;25;1;37.0;15000000;Чертаново Северное;Северное Чертаново мкр;5кА;Чертановская;
Зоя Милакова;realtor;https://www.cian.ru/sale/flat/314493349/;Москва;sale;flat;6;9;3;58.8;14750000;Орехово-Борисово Северное;Ореховый бульвар;23К2;Домодедовская;
REPLACE;real_estate_agent;https://www.cian.ru/sale/flat/306613156/;Москва;sale;flat;2;9;3;55.2;9800000;; Пушкинская;6;Щербинка;
ВСЁ ПРОСТО;real_estate_agent;https://www.cian.ru/sale/flat/315349881/;Москва;sale;flat;9;12;3;62.9;15000000;Орехово-Борисово Южное;Ясеневая ;35;Зябликово;
Александр Яковлев;realtor;https://www.cian.ru/sale/flat/315478981/;Москва;sale;flat;15;22;1;38.1;11000000;Южное Бутово;Южнобутовская ;12;Бульвар Адмирала Ушакова;
Михаил Басманов;realtor;https://www.cian.ru/sale/flat/315057751/;Москва;sale;flat;9;12;1;36.0;9900000;Южное Бутово;Изюмская ;46К2;Улица Скобелевская;
Планета Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/312578937/;Москва;sale;flat;5;16;2;52.2;12600000;Отрадное;Алтуфьевское шоссе;7;Владыкино;
Александр Рытов;realtor;https://www.cian.ru/sale/flat/312189373/;Москва;sale;flat;6;12;1;40.6;10850000;Новогиреево;Зеленый проспект;62К3;Новогиреево;
Анна Делия;realtor;https://www.cian.ru/sale/flat/308495197/;Москва;sale;flat;6;19;1;38.3;9900000;Некрасовка; Липчанского;2;Некрасовка;Некрасовка
New Day Realty;real_estate_agent;https://www.cian.ru/sale/flat/314571534/;Москва;sale;flat;7;17;2;51.0;15500000;Ховрино;Зеленоградская ;27К2;Ховрино;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315511731/;Москва;sale;flat;10;17;2;51.1;13700000;Москворечье-Сабурово;Кантемировская ;4К1;Москворечье;
Eggert Estate;real_estate_agent;https://www.cian.ru/sale/flat/315512732/;Москва;sale;flat;13;14;1;39.0;10000000;Северное Бутово;Старобитцевская ;23К4;Лесопарковая;
Екатерина Кодневская;realtor;https://www.cian.ru/sale/flat/313954653/;Москва;sale;flat;6;17;1;37.8;10400000;Северное Бутово;Коктебельская ;2К1;Бульвар Дмитрия Донского;
Жилстройсервис;real_estate_agent;https://www.cian.ru/sale/flat/306690989/;Москва;sale;flat;4;25;1;37.0;12500000;Косино-Ухтомский; Наташи Качуевской;5;Улица Дмитриевского;Дмитриевский
Максут Билялов;realtor;https://www.cian.ru/sale/flat/313774564/;Москва;sale;flat;12;22;-1;102.1;10000000;Солнцево;Производственная ;4;Солнцево;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309402128/;Москва;sale;flat;3;12;2;47.6;11300000;Лианозово;Абрамцевская ;3;Алтуфьево;
Ольга Сеничкина;realtor;https://www.cian.ru/sale/flat/312831726/;Москва;sale;flat;15;19;1;36.0;12000000;Ховрино;Левобережная ;4к9;Ховрино;
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/314784282/;Москва;sale;flat;8;9;3;53.0;9980000;;;30;Троицк;
Анатолий Рачков;realtor;https://www.cian.ru/sale/flat/241016893/;Москва;sale;flat;17;17;2;54.0;12700000;Новокосино;Суздальская ;18К2;Новокосино;
Василий Павлов;realtor;https://www.cian.ru/sale/flat/314604647/;Москва;sale;flat;6;17;1;38.0;15000000;Обручевский; Академика Челомея;2;Воронцовская;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314583538/;Москва;sale;flat;4;14;1;39.0;10900000;Ново-Переделкино;Новопеределкинская ;9;Новопеределкино;
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/314947022/;Москва;sale;flat;18;25;1;37.2;11500000;Марьино; Перерва;55;Братиславская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/315088714/;Москва;sale;flat;2;17;3;60.1;13600000;Северный;Дмитровское шоссе;165Ек7;Физтех;
Татьяна Сальникова;realtor;https://www.cian.ru/sale/flat/310303652/;Москва;sale;flat;7;16;1;42.2;13750000;Савеловский;Бутырская ;11;Савёловская;
Юлия Куленкамп;realtor;https://www.cian.ru/sale/flat/314715977/;Москва;sale;flat;15;17;1;37.0;12900000;Коньково; Островитянова;34К2;Коньково;
Татьяна Чикирёва;realtor;https://www.cian.ru/sale/flat/315519779/;Москва;sale;flat;3;9;2;44.7;13500000;Отрадное;Северный бульвар;12Б;Отрадное;
Сергей Назаренко;realtor;https://www.cian.ru/sale/flat/314641351/;Москва;sale;flat;16;25;2;44.0;12900000;Ново-Переделкино;Лукинская ;10;Переделкино;
ИП Третьяков Д. О.;real_estate_agent;https://www.cian.ru/sale/flat/315047349/;Москва;sale;flat;10;12;2;53.6;12800000;Косино-Ухтомский;Святоозерская ;21;Лухмановская;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/315502303/;Москва;sale;flat;16;16;1;36.8;11400000;Теплый Стан; Теплый Стан;23;Генерала Тюленева;
Тамара Самохина;realtor;https://www.cian.ru/sale/flat/308102342/;Москва;sale;flat;2;12;2;55.0;12800000;Южное Бутово;Южнобутовская ;50;Улица Горчакова;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314021469/;Москва;sale;flat;4;9;1;39.0;11700000;Митино;Митинская ;15;Митино;
CENTURY 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/315485409/;Москва;sale;flat;4;14;1;47.3;15100000;Солнцево;Боровское шоссе;2Ак3;Говорово;Мещерский лес
Иван Горностаев;realtor;https://www.cian.ru/sale/flat/313594157/;Москва;sale;flat;2;5;3;53.0;10000000;Южное Бутово;1-я Мелитопольская ;30А;Бутово;
Марина Стужук;realtor;https://www.cian.ru/sale/flat/314598888/;Москва;sale;flat;4;12;2;52.2;12500000;Люблино;Тихорецкий бульвар;6;Люблино;
Ahmadulin Estate;real_estate_agent;https://www.cian.ru/sale/flat/315560384/;Москва;sale;flat;13;16;1;37.9;12000000;Марьино;Донецкая ;22;Курьяново;
Нина Коваленко;realtor;https://www.cian.ru/sale/flat/315551265/;Москва;sale;flat;11;17;2;59.8;14700000;Марьино; Маршала Голованова;7;Марьино;
Геннадий Картавцев;realtor;https://www.cian.ru/sale/flat/315008728/;Москва;sale;flat;13;19;1;37.4;11500000;; Бориса Пастернака;19;Рассказовка;Переделкино Ближнее Город-парк
Районное Агентство Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/314887939/;Москва;sale;flat;4;12;2;50.6;12500000;Бирюлево Восточное;Лебедянская ;12К1;Лебедянская;
Жанна Кочергина;realtor;https://www.cian.ru/sale/flat/310794167/;Москва;sale;flat;17;19;1;38.0;10500000;Некрасовка;проспект Защитников Москвы;8;Некрасовка;Некрасовка-Парк
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312771757/;Москва;sale;flat;9;17;1;37.6;10500000;Митино;переулок Ангелов;11;Пятницкое шоссе;
PRO.КOMPLEX;real_estate_agent;https://www.cian.ru/sale/flat/315562580/;Москва;sale;flat;11;15;1;31.3;10500000;; Василия Ощепкова;2;Новомосковская;Москвичка
Марина Климова;realtor;https://www.cian.ru/sale/flat/314841524/;Москва;sale;flat;11;12;1;39.1;10500000;Восточное Дегунино;Дубнинская ;24К4;Бескудниково;
Selenahome;real_estate_agent;https://www.cian.ru/sale/flat/306682640/;Москва;sale;flat;14;16;1;36.6;10500000;Лианозово;Череповецкая ;10;Лианозово;
Регина Васильченко;realtor;https://www.cian.ru/sale/flat/310744492/;Москва;sale;flat;2;17;1;37.7;10500000;Западное Дегунино;Базовская ;10;Грачёвская;
Геннадий Картавцев;realtor;https://www.cian.ru/sale/flat/313168468/;Москва;sale;flat;5;17;1;37.7;10600000;Братеево;Братеевская ;10К1;Алма-Атинская;
Ирина Глазунова;realtor;https://www.cian.ru/sale/flat/279013304/;Москва;sale;flat;14;17;1;39.0;10650000;Выхино-Жулебино;Лермонтовский проспект;14К1;Лермонтовский проспект;
Оксана Иванова;realtor;https://www.cian.ru/sale/flat/314955701/;Москва;sale;flat;16;17;1;38.0;10700000;Некрасовка; Лавриненко;5;Некрасовка;Некрасовка
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/313870801/;Москва;sale;flat;13;25;1;38.4;10700000;Некрасовка; Вертолетчиков;1;Некрасовка;Некрасовка
Риэлт-сити МИР;real_estate_agent;https://www.cian.ru/sale/flat/304255743/;Москва;sale;flat;9;17;1;38.0;10890000;Москворечье-Сабурово;Каширское шоссе;55К2;Москворечье;
Moscow Estate;real_estate_agent;https://www.cian.ru/sale/flat/311347291/;Москва;sale;flat;12;12;1;38.9;10800000;Орехово-Борисово Южное;Елецкая ;8К2;Домодедовская;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/sale/flat/315024797/;Москва;sale;flat;6;17;1;37.8;10950000;Западное Дегунино;Базовская ;12;Грачёвская;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314302665/;Москва;sale;flat;3;16;1;37.5;11000000;Чертаново Южное;Варшавское шоссе;158К1;Аннино;
Неон Сити;real_estate_agent;https://www.cian.ru/sale/flat/315313464/;Москва;sale;flat;3;17;1;36.7;11100000;Митино;переулок Ангелов;6;Пятницкое шоссе;
Полина Малинина;realtor;https://www.cian.ru/sale/flat/314606580/;Москва;sale;flat;9;14;1;38.4;11200000;Ново-Переделкино; Скульптора Мухиной;3К1;Новопеределкино;
Екатерина Плеханова;realtor;https://www.cian.ru/sale/flat/314815389/;Москва;sale;flat;4;14;1;39.0;11350000;Ново-Переделкино;Новопеределкинская ;11;Новопеределкино;
